"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"	"basic_classification"	"modified_classification"	"Недовіра"	"Конспірологічні"	"Соціальні"	"Дезінформація"
"12/8/2021 0:37:03"	"Домогосподарка поки що"	"10-10"	0.777777777777778	"домогосподарка"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"Нелогічність дій влади та недостатньо вивчена та досліджена вакцина"		"Незайняті (пенсіонери, безробітні, декрет)"	"Спеціальність невідома"	1			1
"12/8/2021 7:37:52"	"Hr"	"3-11"	1	"hr"	"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Людей позбавляють роботи, засобів до існування, обмежують всі основні права, дискрімінують, бажають здохнути в муках - і після цього хтось повірить, що влада діє в наших інтересах і для нашого блага? "		"Фахівці"	"Інші спеціальності"		1	1	
"12/8/2021 12:20:00"	"Соцработник"	"5-4"	1	"соцпрацівник"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Всі або майже всі"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Нежелание знать свои права и думать головой, прежде чем колоть что-либо, не поинтересовались составом и целью медманипуляции"		"Працівники сфери торгівлі та послуг"	"Спеціальності сфери послуг"			1	
"12/8/2021 15:05:01"	"Менеджер "	"1-7"	1	"менеджер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Производители не несут ответственности за побочные эффекты,  принудительная вакцинация "		"ЗВДСКМ(У)"	"Керівні спеціальності"				1
"12/8/2021 15:16:44"	"Cтроитель"	"7-1"	0.888888888888889	"будівельник"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Негативно"	"Ні"	"Ні"	"Так"	"Задолбали"		"Кваліфіковані робітники з інструментом"	"Спеціальності науково-технічної спрямованості"				
"12/8/2021 15:49:35"	"юрист"	"2-6"	1	"юрист"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Ні"	"потому что она бесполезна - деньги государства выбрасываются на ветер"		"Професіонали"	"Юридичні спеціальності"				1
"12/8/2021 15:49:39"	"Стройка монолит"	"7-1"			"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Важко відповісти"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Важко відповісти"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Затрудняюсь ответить"		"Кваліфіковані робітники з інструментом"	"Спеціальності науково-технічної спрямованості"				
"12/8/2021 15:52:38"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Ніхто"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Ні"	"Так"	"Підроблені новини"		"Фахівці"	"Спеціальності сфера фінансів"		1		
"12/8/2021 15:53:21"	"журналіст"	"2-8"	1	"журналіст"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Так"	"Скоріше позитивно"	"Ні"	"Ні"	"Так"	"1. Недосконалість вакцин. Вони не захищають від ковіду.
2. Влада не хоче брати на себе відповідальність за наслідки вакцинациї, вимагаючи людей підписувати згоду.
3. Не допустимість показувати ковід-сертифікати охоронцям та вахтерам.
4 Порушення основних прав людини"		"Професіонали"	"Творчі та гуманітарні спеціальності"			1	1
"12/8/2021 15:58:17"	"Інженер-технолог на фарм.підприємстві"	"2-1"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Обізнаність в даному питанні (в світі не існує безпечної вакцини)"		"Професіонали"	"Спеціальності науково-технічної спрямованості"		1		1
