"Timestamp"	"Коротко про те, ким ви працюєте:"	"category"	"probability"	"speciality_auto_detected"	"Чи вважаєте Ви COVID-19 небезпечним респіраторним захворюванням?"	"Чи довіряєте Ви уряду щодо кампанії вакцинації від COVID-19?"	"Чи довіряєте Ви сфері медицини, окрім кампанії вакцинації?"	"В цілому, я довіряю новинам:"	"Я вважаю, що усунення від роботи невакцинованих співробітників погіршує ситуацію:"	"Як багато Ваших знайомих вакциновано?"	"Як ваше рішення щодо вакцинації позначилося на ставленні людей до вас?"	"Як епідемія вплинула на ваших знайомих?"	"Ви готові придбати або вже придбали підроблений сертифікат COVID-19:"	"Крім питання персональної довіри до вакцин, в цілому ви ставитеся до вакцинації від COVID-19:"	"Ви вакциновані:"	"Незалежно від позиції по вакцинації, ви відстоюєте її:"	"Ви часто приєднуєтеся до громадських мітингів на важливі для вас теми:"	"У чому, на вашу думку, основна причина відмови людей від вакцинації?"	"Ваш вік"
"12/10/2021 18:25:05"	"Журналіст"	"2-8"	1	"журналіст"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Серед знайомих є загиблі"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"У тому, що уряд використовує і прямий, і непрямий тиск, обманом та шантажем змушуючи людей вакцинуватися. Яка ж довіра до шантажиста. :) Тим більше в нашій країні ""після не значить внаслідок"", і хоч би що сталося, причинно-наслідкового зв'язку не доведуть. Причому що запекліше ЗМІ таврують антивакцинаторів, то їх більшає. :) Якби я мала на меті організувати вакцинальну кампанію, то зовсім інакше би діяла. :)"	"45-60"
"12/10/2021 18:30:42"	"Самозайнятість"	"1-7"			"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Агресивна кампанія з вакцинації, примус, нав’язування, занадто швидке створення вакцин, вони не перевірені, не пройшли усі стадії випробувань, а зареєстровані за екстреною процедурою. Окрім того, взагалі за поствакцинальні ускладнення ніхто не несе відповідальності, а навіть якщо вони будуть, і це визнаватимуть високорозвинені країни  - в Україні неможливо довести цей зв’язок. "	"35-45"
"12/10/2021 18:33:04"	"Дизайнер "	"2-8"	1	"дизайнер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки негативно, відчуваю засудження"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Ні"	"Люди включают мозг"	"25-35"
"12/10/2021 18:36:25"	"Юрист"	"2-6"	1	"юрист"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Не несе користі"	"35-45"
"12/10/2021 18:47:36"	"Продавець"	"5-4"	1	"продавець"	"Ні, не вірю в його існування"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Ускладнення, смерть, розуміння того, що це не про здоров'я"	"35-45"
"12/10/2021 18:51:10"	"домогосподарка"	"10-10"	1	"домогосподарка"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"не потрібна вакцинація від цієї хвороби"	"35-45"
"12/10/2021 19:09:02"	"Учитель"	"2-5"	1	"вчитель"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Ніхто"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Нав'язується нікому не потрібна процедура, якщо люди не потряпляють до лікарні, де потрібні високі показники смертності, - то залишаються живі. Це геноцид"	"45-60"
"12/10/2021 19:37:34"	"СЕРВИСИО социаль "				"Ні, не вважаю"	"Ні, не довіряю"	"Ні, не довіряю"	"Ні"	"Ні"	"Ніхто"	"Далося взнаки негативно, відчуваю засудження"	"Серед знайомих ніхто не захворів"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"НЕТ доверия "	"60+"
"12/10/2021 19:43:36"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Так"	"Ні"	"Ні"	"Примус,хоча мала бути добровільною"	"45-60"
"12/10/2021 20:30:53"	"Менеджер"	"1-7"	1	"менеджер"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше так"	"Ні"	"Так"	"Близько чверті знайомих"	"Далося взнаки позитивно, відчуваю підтримку"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Негативно"	"Ні"	"Ні"	"Ні"	"Порушує права людини"	"35-45"
"12/10/2021 20:35:15"	"Бухгалтер"	"3-3"	1	"бухгалтер"	"Так, вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько половини знайомих"	"Ніяк не позначилося"	"Мої знайомі перехворіли без особливих ускладнень"	"Ні"	"Скоріше негативно"	"Ні"	"Ні"	"Так"	"Це черговий експеримент, до кінця не вивчений, не досконалий. Не має 100 % гарантії позитивного результату, ймовірність захворіти майже 100%, серед знайомих є з ускладненнями після вакцинації."	"35-45"
"12/10/2021 21:33:37"	"юрист"	"2-6"	1	"юрист"	"Ні, не вважаю"	"Ні, не довіряю"	"Скоріше ні"	"Ні"	"Так"	"Близько чверті знайомих"	"Ніяк не позначилося"	"Серед знайомих є люди з ускладненнями"	"Ні"	"Негативно"	"Ні"	"Так"	"Так"	"Это незаконный принудительный мед.эксперимент, который нарушает права человека, уничтожает здоровье человечества. Снята юридическая ответственность производителей вакцин за негативные последствия для здоровья привитых людей, за многочисленные тяжелые осложнения и смертельные случаи."	"35-45"
